"Data.set","bio.1","bio.4","bio.12","bio.15"
1,14.9658393859863,4.74298477172852,0.0187237989157438,99.5038375854492
2,14.0069417953491,7.79228115081787,0.0332718230783939,20.5147800445557
3,14.0069417953491,7.79228115081787,0.0332718230783939,20.5147800445557
4,14.0069417953491,7.79228115081787,0.0332718230783939,20.5147800445557
5,14.0069417953491,7.79228115081787,0.0332718230783939,20.5147800445557
6,9.82810497283936,3.37912583351135,0.032997589558363,62.8784561157227
7,8.43922424316406,9.5232400894165,0.0373038686811924,8.79450798034668
8,8.55853652954102,9.42710113525391,0.0340629778802395,10.8827953338623
9,13.4776678085327,8.77174472808838,0.0369337201118469,65.5083694458008
10,13.4776678085327,8.77174472808838,0.0369337201118469,65.5083694458008
11,9.78113269805908,3.01572227478027,0.0351562909781933,59.1501388549805
12,12.1261768341064,9.80334663391113,0.0355580188333988,16.6384792327881
13,8.43353939056396,14.1371984481812,0.00217988761141896,87.5553131103516
14,8.43353939056396,14.1371984481812,0.00217988761141896,87.5553131103516
15,12.1108150482178,9.30452346801758,0.0094066308811307,43.3982772827148
16,7.90398788452148,9.04038429260254,0.0325336381793022,69.7069091796875
17,12.1108150482178,9.30452346801758,0.0094066308811307,43.3982772827148
18,10.9982395172119,9.74163627624512,0.0121381878852844,26.0818634033203
19,14.773754119873,4.74503040313721,0.0164922811090946,97.6683349609375
20,16.9667148590088,4.93002557754517,0.0135528985410929,98.5717849731445
21,15.8624849319458,4.73762178421021,0.014344135299325,82.6139221191406
22,12.936315536499,3.98724102973938,0.0155898658558726,92.8137130737305
23,13.6914510726929,3.08126640319824,0.0166373122483492,95.3268890380859
24,15.602744102478,4.78959035873413,0.0165650602430105,90.6739044189453
25,9.89059734344482,5.110595703125,0.0273243375122547,48.2992401123047
26,18.5117835998535,3.77201676368713,0.0643955022096634,15.1822423934937
27,18.5117835998535,3.77201676368713,0.0643955022096634,15.1822423934937
28,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467
29,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467
30,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467
31,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467
32,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467
33,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467
34,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467
35,21.363941192627,6.16225814819336,0.0147573491558433,86.8394393920898
36,13.7905321121216,5.06445026397705,0.0267973076552153,28.9978466033936
37,13.7905321121216,5.06445026397705,0.0267973076552153,28.9978466033936
38,13.1129503250122,9.06118774414062,0.0341648198664188,21.1790962219238
39,15.6863193511963,5.69779920578003,0.0247999969869852,46.8029479980469
40,15.6863193511963,5.69779920578003,0.0247999969869852,46.8029479980469
41,4.71034717559814,11.65163230896,0.0289312060922384,39.3697280883789
42,13.0210361480713,3.37191653251648,0.0270250625908375,90.1587142944336
43,13.0210361480713,3.37191653251648,0.0270250625908375,90.1587142944336
44,13.0210361480713,3.37191653251648,0.0270250625908375,90.1587142944336
45,13.0210361480713,3.37191653251648,0.0270250625908375,90.1587142944336
46,7.78238487243652,9.38175296783447,0.0342475436627865,9.06883144378662
47,15.8374786376953,5.68321943283081,0.0245635155588388,47.1955070495605
48,14.8079690933228,6.80827903747559,0.0211612768471241,41.9908142089844
49,18.0871353149414,4.39165925979614,0.0160901471972466,67.2139282226562
50,14.3664388656616,6.37064743041992,0.0149489380419254,20.3519515991211
51,19.8583927154541,4.26065874099731,0.0205608569085598,78.6989440917969
52,12.3151922225952,5.00218439102173,0.0214855559170246,20.2026233673096
53,12.3151922225952,5.00218439102173,0.0214855559170246,20.2026233673096
54,3.41792774200439,13.5472393035889,0.0123242968693376,23.4704189300537
55,3.41792774200439,13.5472393035889,0.0123242968693376,23.4704189300537
56,12.1108150482178,9.30452346801758,0.0094066308811307,43.3982772827148
57,24.1928424835205,9.34681606292725,0.000721947755664587,59.9182968139648
58,4.56263828277588,3.93743014335632,0.0696631669998169,20.4011898040771
59,15.4742946624756,5.94022417068481,0.0213803444057703,31.0298671722412
60,18.1709632873535,7.95938444137573,0.0164795350283384,49.979061126709
61,27.1841621398926,2.28141617774963,0.0325375758111477,69.3307113647461
62,9.50239372253418,10.3136215209961,0.0201062001287937,51.7933540344238
63,12.1108150482178,9.30452346801758,0.0094066308811307,43.3982772827148
64,14.7444801330566,5.36555910110474,0.0148233501240611,92.5776138305664
65,11.3549613952637,5.12685441970825,0.021918335929513,22.0522632598877
66,13.0683031082153,5.77116775512695,0.0304234046489,24.049337387085
67,13.0683031082153,5.77116775512695,0.0304234046489,24.049337387085
68,13.3885135650635,5.6892671585083,0.0278935842216015,18.3743896484375
69,13.0683031082153,5.77116775512695,0.0304234046489,24.049337387085
70,2.44161200523376,14.7432880401611,0.0129802031442523,90.2636108398438
71,6.09942150115967,14.2786045074463,0.0163089316338301,104.097030639648
72,9.32796764373779,3.90938591957092,0.0348912328481674,7.12418413162231
73,11.4175224304199,3.59312462806702,0.0331559777259827,70.7157135009766
74,11.4175224304199,3.59312462806702,0.0331559777259827,70.7157135009766
75,10.9877729415894,4.67280101776123,0.00791585259139538,8.74939823150635
76,11.1777505874634,5.61259078979492,0.00695088831707835,12.8641510009766
77,10.2883205413818,3.63931131362915,0.0080861309543252,15.7415161132812
78,8.05667400360107,5.37202596664429,0.016769677400589,57.7490501403809
79,6.34701728820801,9.09567928314209,0.0195376444607973,26.3584804534912
80,6.34701728820801,9.09567928314209,0.0195376444607973,26.3584804534912
81,-3.16863822937012,7.98797988891602,0.0376396328210831,17.6395683288574
82,0.78365033864975,8.3814811706543,0.0282254945486784,27.705717086792
83,-0.251199901103973,9.52728176116943,0.0208985731005669,33.1815986633301
84,1.9729870557785,9.65891933441162,0.0242766197770834,31.5494041442871
85,12.7356395721436,6.51814317703247,0.0240068528801203,30.926887512207
86,7.84813737869263,4.32471179962158,0.0300511866807938,7.05413007736206
87,7.84813737869263,4.32471179962158,0.0300511866807938,7.05413007736206
88,7.84813737869263,4.32471179962158,0.0300511866807938,7.05413007736206
89,7.84813737869263,4.32471179962158,0.0300511866807938,7.05413007736206
90,9.13702583312988,7.92955303192139,0.0163330435752869,70.8433074951172
91,2.14708685874939,15.0544586181641,0.00744581175968051,85.4546737670898
92,26.1311817169189,0.966056406497955,0.0146314362064004,61.813648223877
93,5.79643154144287,7.76864576339722,0.0227060001343489,24.8529033660889
94,4.43681287765503,8.19749641418457,0.020458122715354,27.2570762634277
95,-0.32498562335968,9.53713226318359,0.0209344550967216,32.7024116516113
96,13.2780733108521,1.64587414264679,0.0377895757555962,16.0419425964355
97,19.946102142334,7.79218769073486,0.00167331460397691,94.2673568725586
98,23.4780788421631,5.17644548416138,0.000447148107923567,120.604606628418
99,4.18593835830688,12.2344017028809,0.0250852685421705,46.4130439758301
100,-3.39106750488281,6.7159161567688,0.041868545114994,17.6900196075439
101,15.3955364227295,2.05762982368469,0.0330241769552231,7.64826631546021
102,15.4196081161499,5.74026155471802,0.0205035023391247,31.9786186218262
103,19.0774402618408,6.42464780807495,0.00774253020063043,21.9266166687012
104,14.6216459274292,1.61874973773956,0.0101074716076255,103.856994628906
105,19.1775703430176,2.86402726173401,0.0296416655182838,46.6046600341797
106,17.9969615936279,2.5782322883606,0.0193880684673786,28.5877685546875
